id,uuid,Brand,Name,Description,ColorWay,Country of Manufacture,gender,Retail Price,Release date,Release Time,Below Retail,image small,Tags,Name,Shoe,Short Description,Ticker Symbol,Style Id 
9488abea-f022-4973-92e4-3f72cc6e50e2,9488abea-f022-4973-92e4-3f72cc6e50e2,Jordan,Jordan 6 Retro Travis Scott,"Trailing the buzz of their recent collaborations, Travis Scott and Jordan Brand team up once again for the Jordan 6 Retro Travis Scott, now available on StockX. This is the fourth Air Jordan silhouette that Cactus Jack has touched. This sneaker made its mainstream debut when Travis rocked them on stage during his Super Bowl LIII performance and the rest is history.
<br>
<br>
This AJ 6 features an olive upper with black detailing and red contrasting accents on the tongue and lace locks. A side cargo pocket is displayed on the collar, giving this sneaker a design modification that makes it the first of its kind. A sail midsole, glow-in-the-dark translucent outsole, 3M detailing and both Nike Air and Cactus Jack branding on the heel completes the design. These sneakers released in October of 2019 for $250.",Medium Olive/Black-Sail-University Red,CN,men,250,2019-10-11,1570752000,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-6-Retro-Travis-Scott-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1570475122', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-6-Retro-Travis-Scott-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1570475122', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-6-Retro-Travis-Scott-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1570475122', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'six', 'style_id|cn1084-200', 'release_date|2019-10-11', 'retail_price|250']",Travis Scott,Jordan 6 Retro,Air-Jordan-6-Retro-Travis-Scott,AJ6R-TS,CN1084-200
id,uuid,Brand,Name,Description,ColorWay,Country of Manufacture,gender,Retail Price,Release date,Release Time,Below Retail,image small,Tags,Name,Shoe,Short Description,Ticker Symbol,Style Id
20dd95cf-33ac-4e81-b15d-7987b6051ac2,20dd95cf-33ac-4e81-b15d-7987b6051ac2,Jordan,Jordan 1 Retro High Zoom White Racer Blue,"Jordan Brand revamped a classic silhouette with the release of the Jordan 1 Retro High Zoom White Racer Blue, now available on StockX. Nike Zoom technology is incorporated in this design for the ultimate cushioning experience.
<br>
<br>
This Jordan 1 Retro High consists of a white leather upper with a mixture of mesh, patent leather, and translucent TPU overlays. An icy outsole, blue interior, and Zoom branding above the Swoosh completes the design. These sneakers released in March of 2020 and retailed for $175.",White/Racer Blue-White,CN,men,175,2020-03-14,1584144000,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-Zoom-White-Racer-Blue.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1583766777', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-Zoom-White-Racer-Blue.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1583766777', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-Zoom-White-Racer-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1583766777', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'one', 'retail_price|175', 'style_id|ck6637-104', 'release_date|2020-03-14']",Zoom White Racer Blue,Jordan 1 Retro High,Air-Jordan-1-Retro-High-Zoom-White-Racer-Blue,AJ1HZ-WRB,CK6637-104
2e05f9fd-db88-428a-92c5-09f0cc97fd7c,2e05f9fd-db88-428a-92c5-09f0cc97fd7c,Nike,Nike Dunk Low Brazil (2020),"Nike brought back another popular Nike Dunk from the early 2000s with the release of the Nike Dunk Low Brazil (2020), now available on StockX. The original Nike Dunk Low Brazil debuted in 2001 in both high and low cut variations.
<br>
<br>
This Dunk Low Brazil features a yellow leather upper with green overlays and white detailing. A white midsole, green outsole, and yellow Nike branding on the heel complete the design. These sneakers released in May of 2020 and retailed for $100 USD.",Varsity Maize/Pine Green-White,CN,men,100,2020-05-21,1590019200,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Brazil-2020.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1589573697', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Brazil-2020.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1589573697', 'thumbUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Brazil-2020.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1589573697', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'nike basketball', 'dunk low', 'style_id|cu1727-700', 'release_date|2020-05-21', 'retail_price|100']",Brazil (2020),Nike Dunk Low,Nike-Dunk-Low-Brazil-2020,NK-NIDLBVP,CU1727-700
97694c03-14a7-44a8-b0e5-6e6ce87c34ba,97694c03-14a7-44a8-b0e5-6e6ce87c34ba,Jordan,Jordan 13 Retro Flint 2020 (GS),,Navy/Flint Grey-White-University Blue,CN,child,140,2020-05-30,1590796800,True,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-13-Retro-Flint-2020-GS.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1589907523', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-13-Retro-Flint-2020-GS.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1589907523', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-13-Retro-Flint-2020-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1589907523', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'thirteen', 'style_id|884129-404', 'release_date|2020-05-30', 'retail_price|140']",Flint 2020 (GS),Jordan 13 Retro,Air-Jordan-13-Retro-Flint-2020-GS,AJ13-FLNT20GS,884129-404
223a7009-fc66-4056-be6d-470add8bcaeb,223a7009-fc66-4056-be6d-470add8bcaeb,Nike,Nike LD Waffle Sacai Black Nylon,"Please note: Only one pair of extra laces required. After making their debut on the Spring / Summer 2020 runway in Paris Fashion Week, Nike and Sacai deliver a familiar silhouette in a new fashion with the Nike LD Waffle Sacai Black Nylon, now available on StockX. The LD Waffle took the sneaker world by storm when they originally debuted in Sacai’s Spring / Summer 2019 show alongside a Nike Blazer collaboration. It only made sense for the two companies to keep this model alive, but present it in new colorways and materials. 
<br>
<br>
This LD Waffle is composed of a black nylon upper with black suede overlays. A doubled sole, tongue, and Swoosh completes the design. These sneakers released in March of 2020 and retailed for $160.
",Black/Black,CN,men,160,2020-03-10,1583798400,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-LD-Waffle-Sacai-Black-Nylon-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1584757351', 'smallImageUrl': 'https://stockx.imgix.net/Nike-LD-Waffle-Sacai-Black-Nylon-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1584757351', 'thumbUrl': 'https://stockx.imgix.net/Nike-LD-Waffle-Sacai-Black-Nylon-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1584757351', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'nike other', 'running', 'sacai', 'waffle', 'style_id|bv0073-002', 'release_date|2020-03-10', 'retail_price|160']",Sacai Black Nylon,Nike LD Waffle,Nike-LD-Waffle-Sacai-Black-Nylon,NK-NILWSBNBBK,BV0073-002
e48d453e-373c-4777-bf9b-6c541ad97d48,e48d453e-373c-4777-bf9b-6c541ad97d48,adidas,adidas Yeezy Boost 350 V2 Lundmark (Non Reflective),"Like newer 350 V2 models, the adidas Yeezy Boost 350 V2 Lundmark sports a subtle summer color with the back heel tab removed. Replacing the SPLY-350 boost stripe that was traditionally found on the original 350s is a transparent stripe that reveals a more cream colored inner. A boost midsole is covered by a light tan rubber outsole that features a pink middle stripe. Adding to the exclusivity of these is the fact this colorway is a North and Latin America exclusive.
<br><br>The Lundmark Yeezy Boost 350 V2 released on July 11, 2019 at a retail price of $220.",Lundmark/Lundmark/Lundmark,CN,men,220,2019-07-13,1562976000,False,"{'imageUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Lundmark-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1562948358', 'smallImageUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Lundmark-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1562948358', 'thumbUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Lundmark-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1562948358', 'gallery': [], 'hidden': False}","['sneakers', 'adidas', 'adidas', 'yeezy', '350', 'v2', 'style_id|fu9161', 'release_date|2019-07-13', 'retail_price|220', 'tags|yeezy 350 summer regional pack']",Lundmark (Non Reflective),adidas Yeezy Boost 350 V2,adidas-Yeezy-Boost-350-V2-Lundmark,350V2-LM,FU9161
53b933ec-9b64-43a2-9d08-2a8bec05e364,53b933ec-9b64-43a2-9d08-2a8bec05e364,adidas,adidas Yeezy Boost 350 V2 Clay,"If you're searching for a new sneaker with major drip, then cop the adidas Yeezy Boost 350 V2 Clay. This Yeezy Boost 350 comes with a clay upper with orange accents, translucent stripe with orange accents, clay midsole, and clay sole. These sneakers released in March 2019 and retailed for $220. Add another swaggy 350 V2 to the rotation and buy them on StockX today.",Clay/Clay/Clay,CN,men,220,2019-03-30,1553904000,False,"{'imageUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Clay-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551987026', 'smallImageUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Clay-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551987026', 'thumbUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Clay-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551987026', 'gallery': [], 'hidden': False}","['sneakers', 'adidas', 'adidas', 'yeezy', '350', 'v2', 'style_id|eg7490', 'release_date|2019-03-30', 'retail_price|220']",Clay,adidas Yeezy Boost 350 V2,adidas-Yeezy-Boost-350-V2-Clay,YZB350V2-CLY,EG7490
3774e829-99f4-46d6-bb94-f9e19ad55ad3,3774e829-99f4-46d6-bb94-f9e19ad55ad3,adidas,adidas Yeezy Boost 350 V2 Sesame,"We don’t know if Kanye loves Sesame seeds but we do know that he’s released the adidas Yeezy Boost 350 V2 Sesame. This major silhouette comes with a sesame upper, sesame midsole, and a gum sole. These sneakers released in November 2018 and retailed for $220.  While getting your grub on stay fresh and cop these on StockX today. ",Sesame/Sesame/Sesame,CN,men,220,2018-11-23,1542931200,False,"{'imageUrl': 'https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Sesame-Thumb.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1541007855', 'smallImageUrl': 'https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Sesame-Thumb.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1541007855', 'thumbUrl': 'https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Sesame-Thumb.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1541007855', 'gallery': [], 'hidden': False}","['sneakers', 'adidas', 'adidas', 'yeezy', '350', 'v2', 'style_id|f99710', 'release_date|2018-11-23', 'retail_price|220']",Sesame,adidas Yeezy Boost 350 V2,adidas-Yeezy-Boost-350-V2-Sesame,YZY350V2-SESAME,F99710
108e78a1-c750-44e0-ad2f-01ed377a861f,108e78a1-c750-44e0-ad2f-01ed377a861f,Nike,Nike Dunk Low Off-White Pine Green,"Virgil Abloh pays homage to skate culture’s adoption of 1980’s Nike Basketball silhouettes with the Nike Dunk Low Off-White Pine Green, now available on StockX. This colorway was not a part of the original Be True To Your School collection in 1985; instead, it derives from the Gorge Green colorway that debuted in 2003 as part of a general release.
<br>
<br>
This Dunk Low is comprised of a white leather upper with pine green overlays. A unique secondary lacing system, zip-ties, and signature Off-White text on the sides completes the design. These sneakers released in December of 2019 for $170.",White/Pine Green-Pine Green,CN,men,170,2019-12-20,1576800000,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Off-White-Pine-Green-1.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576261861', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Off-White-Pine-Green-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576261861', 'thumbUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Off-White-Pine-Green-1.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576261861', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'nike basketball', 'dunk', 'virgil abloh', 'collections-filter', 'nike-off-white', 'tags|collections-filter,nike-off-white', 'style_id|ct0856-100', 'release_date|2019-12-20', 'retail_price|170']",Off-White Pine Green,Nike Dunk Low,Nike-Dunk-Low-Off-White-Pine-Green,DNKL-OWPG,CT0856-100
39511b50-d347-4102-9e6c-4415aac4d8a6,39511b50-d347-4102-9e6c-4415aac4d8a6,adidas,adidas Yeezy Boost 700 Analog,"Yeezy is back from his Sunday Service Coachella performance with this new adidas Yeezy Boost 700 Analog. This Yeezy Boost 700 comes with a beige upper plus grey accents, three grey adidas stripes, beige midsole plus grey accents, and a black sole. These sneakers released in April 2019 and retailed for $300. Buy this Yeezy 700 on StockX ASAP.",Analog/Analog/Analog,CN,men,300,2019-04-27,1556323200,False,"{'imageUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-700-Analog-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554843625', 'smallImageUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-700-Analog-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554843625', 'thumbUrl': 'https://stockx.imgix.net/adidas-Yeezy-Boost-700-Analog-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554843625', 'gallery': [], 'hidden': False}","['sneakers', 'adidas', 'adidas', 'yeezy', '700', 'v1', 'style_id|eg7596', 'release_date|2019-04-27', 'retail_price|300']",Analog,adidas Yeezy Boost 700,adidas-Yeezy-Boost-700-Analog,YZB700-NLG,EG7596
7deca14b-1bef-4c11-9005-ddb2f70faf17,7deca14b-1bef-4c11-9005-ddb2f70faf17,Jordan,Jordan 6 Retro Hare (GS),,Neutral Grey/White-True Red-Black,CN,child,140,2020-06-17,1592352000,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-6-Retro-Hare-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1596134320', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-6-Retro-Hare-GS-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1596134320', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-6-Retro-Hare-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1596134320', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'six', 'style_id|384665-062', 'release_date|2020-06-17', 'retail_price|140']",Hare (GS),Jordan 6 Retro,Air-Jordan-6-Retro-Hare-GS,AJ6-HREGS,384665-062
43828c9c-b295-42ee-a2ec-461bc01fe00a,43828c9c-b295-42ee-a2ec-461bc01fe00a,Jordan,Jordan 3 Retro Black Cement (2018),"One of the most anticipated releases of 2018, the Air Jordan 3 Retro OG marked the first time original ""Nike Air"" branding was featured on the ""Black Cement"" AJ 3 since it's 2001 retro. Jordan stuck to the mantra of “if it aint broke, don’t fix it,” on these, staying true to the OG with a black-based leather upper with cement grey, fire red, and white accents, finished off by the iconic elephant print detailing. Their release date was on Michael Jordan's 55th birthday, February 17th, 2018, and went for $200 in mens sizes. The ""Black Cement"" Air Jordan 3 Retro OG is a must-have, and you don't need us to tell you that. They should be in everyone's collection, multiples if possible. If you're on the hunt for a pair, you can buy them online today. Those with a pair to sell can hit up the StockX marketplace and see what they're currently going for.",,CN,men,200,2018-02-17,1518825600,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-3-Retro-Black-Cement-2018-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-3-Retro-Black-Cement-2018-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-3-Retro-Black-Cement-2018-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'three', 'gender|men', 'style_id|854262-001', 'release_date|2018-02-17', 'retail_price|200']",Black Cement (2018),Jordan 3 Retro,Air-Jordan-3-Retro-Black-Cement-2018,AJ3-BLKCMNT18,854262-001
64ebe466-ee30-42b4-9baf-b1891f4d26f9,64ebe466-ee30-42b4-9baf-b1891f4d26f9,Jordan,Jordan 4 Retro What The,"To celebrate the 30th Anniversary of the Air Jordan 4, Jordan Brand released the special-edition Jordan 4 Retro What The, now available on StockX. In traditional Nike fashion, this design is mash-up of the most notable Jordan 4 colorways to ever release. The colorways represented include White Cement, Military Blue, Fire Red, and Black Cement.
<br><br>
This Jordan 4 features a white leather upper with fire red, black, and military blue detailing.  A cement midsole, mismatched tongue and heel labels, and contrasting outsoles completes the design. These sneakers released in November of 2019 and retailed for $200.",White/Military Blue-Fire Red-Black-Cement Grey,CN,men,200,2019-11-23,1574467200,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-4-Retro-What-The.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1574110847', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-4-Retro-What-The.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1574110847', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-4-Retro-What-The.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1574110847', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'four', 'style_id|ci1184-146', 'release_date|2019-11-23', 'retail_price|200']",What The,Jordan 4 Retro,Air-Jordan-4-Retro-What-The,AJ4-WTTH,CI1184-146
ef9e23ea-623e-4689-a7ef-d02fc61de2c9,ef9e23ea-623e-4689-a7ef-d02fc61de2c9,Nike,Nike Dunk Low Off-White University Gold Midnight Navy,"Virgil Abloh pays homage to skate culture’s adoption of 1980’s Nike Basketball silhouettes with the Nike Dunk Low Off-White Michigan, now available on StockX. When Nike unveiled the Dunk as the centerpiece of their Nike College Color’s program in 1985, seven different colleges were represented in the first colorways offered, with Michigan was one of the first schools.
<br>
<br>
This Dunk Low is comprised of a university gold leather upper with midnight navy overlays. A unique secondary lacing system, zip-ties, and signature Off-White text on the sides completes the design. These sneakers released in December of 2019 for $170.",University Gold/Midnight Navy-White,CN,men,170,2019-12-20,1576800000,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Off-White-Michigan-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1577487205', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Off-White-Michigan-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1577487205', 'thumbUrl': 'https://stockx.imgix.net/Nike-Dunk-Low-Off-White-Michigan-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1577487205', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'nike basketball', 'dunk', 'virgil abloh', 'collections-filter', 'nike-off-white', 'tags|collections-filter,nike-off-white', 'style_id|ct0856-700', 'release_date|2019-12-20', 'retail_price|170']",Off-White University Gold Midnight Navy,Nike Dunk Low,Nike-Dunk-Low-Off-White-Michigan,DNKL-OWMCH,CT0856-700
d16d221d-f7f0-4f00-895c-0f4009abc223,d16d221d-f7f0-4f00-895c-0f4009abc223,adidas,adidas Yeezy Boost 350 V2 Semi Frozen Yellow,"The Semi Frozen Yellow adidas Yeezy Boost 350 V2 was rumored as early as May of 2017-some blogs even claimed they would be mostly glow-in-the-dark-but it was when photos of Kanye West wearing them first surfaced on the web later in the year that confirmed the release. This colorway steps outside of the comfort zone of previous 350 Yeezy sneaker releases, which have remained subtle and mostly neutral primary colors and bright accents.  The official colorway of the 'Frozen Yellow Yeezys' is actually Semi Frozen Yellow, Raw Steel and Red and features both of adidas pinnacle technologies, Boost cushioning and Primeknit sock-like upper. The hype for the yellow colored Yeezys was pushed to the roof before launch as Kanye West appeared with Kid Cudi and Takashi Murakami as 'Ye and Cudi toured the iconic artist's studio on a trip to Tokyo. In addition, the rumors throughout the sneaker world suggested the Frozen Yellow Yeezy would be an extremely hard to get release. As expected, the Semi Frozen Yellow was announced officially on November 13th, 2017 and released in limited quantities on November 18th, 2017. Sizes of the adidas Yeezy Boost 350 V2 Semi Frozen Yellow are available now.",,CN,men,220,2017-11-18,1510963200,False,"{'imageUrl': 'https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'adidas', 'adidas', 'yeezy', '350', 'v2', 'gender|men', 'style_id|b37572', 'release_date|2017-11-18', 'restock_date|2018-12-15', 'retail_price|220']",Semi Frozen Yellow,adidas Yeezy Boost 350 V2,adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow,AD-YB350VSFY,B37572
2aa4b028-9729-45b7-b18b-cacda1573bbe,2aa4b028-9729-45b7-b18b-cacda1573bbe,Jordan,Jordan 1 Retro High Black Crimson Tint,"Blast Travis Scott’s 5% Tint while rocking the Jordan 1 Retro High Black Crimson Tint. This AJ 1 comes with a black upper plus pink accents, pink Nike “Swoosh”, white midsole, and a pink sole. These sneakers released in April 2019 and retailed for $160. Save up the hard earned paychecks and buy these now on StockX.",Black/Crimson Tint-White-Hyper Pink-Mystic Green,CN,men,160,2019-04-12,1555027200,True,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-Black-Hyper-Pink-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554079804', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-Black-Hyper-Pink-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554079804', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-Black-Hyper-Pink-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554079804', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'one', 'style_id|555088-081', 'release_date|2019-04-12', 'retail_price|160']",Black Crimson Tint,Jordan 1 Retro High,Air-Jordan-1-Retro-High-Black-Crimson-Tint,AJ1H-BCT,555088-081
904bf61b-895a-409a-a127-d3e32b2b715a,904bf61b-895a-409a-a127-d3e32b2b715a,Jordan,Jordan 1 Retro High UNC Patent (W),"Show some respect to a basketball legend and cop the Jordan 1 Retro High UNC Patent (W). This AJ1 come with a white upper plus blue accents, black Nike “Swoosh”, white midsole, and a blue sole. These sneakers released in February 2019 and retailed for $160. Pay homage to MJ’s college and place a Bid on StockX today. ",Obsidian/Blue Chill-White,CN,women,160,2019-02-14,1550102400,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-UNC-Patent-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1547848301', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-UNC-Patent-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1547848301', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-1-Retro-High-UNC-Patent-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1547848301', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'one', 'style_id|cd0461-401', 'release_date|2019-02-14', 'retail_price|160']",UNC Patent (W),Jordan 1 Retro High,Air-Jordan-1-Retro-High-UNC-Patent-W,AJ1H-UNCPW,CD0461-401
